"INDUSTRIALIZADOR","UF FÁBR","PRODUTO","TIPO PRODUTO","CERTIFICAÇÃO","CATEGORIA"
"SAO BRAZ S_A IND. E COM. DE ALIMENTOS S.A","PB","SAO BRAZ SAVORY GRAO","GR","Pureza, Qualidade","Gourmet"
"SAO BRAZ S_A IND. E COM. DE ALIMENTOS S.A","PB","SAO BRAZ SUL DE MINAS","TM","Pureza, Qualidade","Gourmet"
"SAO BRAZ S_A IND. E COM. DE ALIMENTOS S.A","PB","SAO BRAZ VELVET","CAP","Pureza",""
"SILVIO JOSE FERREIRA IND. COM.","MG","CALDENSE ESPECIAL","TM","Pureza, Qualidade","Gourmet"
"SILVIO JOSE FERREIRA IND. COM.","MG","MONTEFE","TM","Pureza",""
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","COFFMEISTER TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","CONFIARE TRADICIONAL TORRA ESCURA","TM","Pureza, Qualidade","Tradicional"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","DIA A DIA","TM","Pureza, Qualidade","Tradicional"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","DO POVO","TM","Pureza, Qualidade","Extraforte"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","MAIS CAFE FORTE","TM","Pureza, Qualidade","Extraforte"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","PETINHO","TM","Pureza",""
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","SOBESA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","SOBESA GOURMET","TM","Pureza, Qualidade","Gourmet"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","SOBESA GOURMET EXPRESSO","GR","Pureza, Qualidade","Gourmet"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","SOBESA PREMIUM","TM","Pureza, Qualidade","Tradicional"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","SOBESA PREMIUM EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","SOBESA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","UNIAO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"SOBESA IND. DE ALIMENTOS SANTANENSE LTDA","BA","UNIAO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"SOL PANAMBY SPECIALTY COFFEE LTDA","SP","DON CAFE","TM","Pureza, Qualidade","Gourmet"
"SOL PANAMBY SPECIALTY COFFEE LTDA","SP","DON CAFE GRAOS GOURMET","GR","Pureza, Qualidade","Gourmet"
"SOL PANAMBY SPECIALTY COFFEE LTDA","SP","OCTAVIO CAFE ESPECIAL ACENTUADO","CAP","Pureza",""
"SOL PANAMBY SPECIALTY COFFEE LTDA","SP","OCTAVIO CAFE ESPECIAL CLASSICO","CAP","Pureza",""
"SOL PANAMBY SPECIALTY COFFEE LTDA","SP","OCTAVIO CAFE ESPECIAL INTENSO","CAP","Pureza",""
"SOL PANAMBY SPECIALTY COFFEE LTDA","SP","OCTAVIO CAFE ESPECIAL MARCANTE","CAP","Pureza",""
"SOL PANAMBY SPECIALTY COFFEE LTDA","SP","OCTAVIO CAFE ESPECIAL SELECAO DE INTENSIDADES","CAP","Pureza",""
"SOL PANAMBY SPECIALTY COFFEE LTDA","SP","OCTAVIO CAFE ESPECIAL SUAVE","CAP","Pureza",""
"SOL PANAMBY SPECIALTY COFFEE LTDA","SP","OCTAVIO ESPECIAL POUCH C/ VALVULA","TM","Pureza",""
"SOLARIS COMERCIO DE ALIMENTOS LTDA","BA","SOLARIS","TM","Pureza, Qualidade","Tradicional"
"SORETTO DO BRASIL LTDA","MG","SORETTO","TM","Pureza",""
"SORETTO DO BRASIL LTDA","MG","SORETTO GOURMET","TM","Pureza, Qualidade","Gourmet"
"SORETTO DO BRASIL LTDA","MG","SORETTO GRAOS","GR","Pureza",""
"SORETTO DO BRASIL LTDA","MG","SORETTO SUPERIOR","TM","Pureza, Qualidade","Superior"
"SORETTO DO BRASIL LTDA","MG","SORETTO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"SUCESSO INDUSTRIA DE CAFE LTDA","MT","COXIPO EXTRA FORTE","TM","Pureza",""
"TEMMA DIST. DE PROD. DA ROCA LTDA – ME","MG","MONTUEIRA GOURMET","TM","Pureza, Qualidade","Gourmet"
"TEMMA DIST. DE PROD. DA ROCA LTDA – ME","MG","MONTUEIRA GOURMET","GR","Pureza, Qualidade","Gourmet"
"TEMMA DIST. DE PROD. DA ROCA LTDA – ME","MG","MONTUEIRA GOURMET","CAP","Pureza",""
"TEMMA DIST. DE PROD. DA ROCA LTDA – ME","MG","MONTUEIRA GOURMET EXPRESSO","TM","Pureza",""
"THAI CAFE LTDA.","ES","PONTOES","TM","Pureza, Qualidade","Tradicional"
"THAI CAFE LTDA.","ES","PONTOES","TM","Pureza, Qualidade","Superior"
"THAI CAFE LTDA.","ES","PONTOES SUPREMO","TM","Pureza, Qualidade","Extraforte"
"THAI CAFE LTDA.","ES","PRACA 8","TM","Pureza, Qualidade","Tradicional"
"THAI CAFE LTDA.","ES","SMART TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"THAI CAFE LTDA.","ES","SUPRA BOM","TM","Pureza, Qualidade","Tradicional"
"TOREZANI CAFES DO BRASIL LTDA","ES","BRASIL","TM","Pureza, Qualidade","Extraforte"
"TOREZANI CAFES DO BRASIL LTDA","ES","CRICARE","TM","Pureza, Qualidade","Extraforte"
"TOREZANI CAFES DO BRASIL LTDA","ES","DUARTE","GR","Pureza, Qualidade","Gourmet"
"TOREZANI CAFES DO BRASIL LTDA","ES","DUARTE","TM","Pureza, Qualidade","Tradicional"
"TOREZANI CAFES DO BRASIL LTDA","ES","DUARTE EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TOREZANI CAFES DO BRASIL LTDA","ES","DUARTE SABOR DA NOSSA TERRA","TM","Pureza, Qualidade","Extraforte"
"TORREF. BIA LTDA","MG","ARANAS EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. BIA LTDA","MG","ARANAS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREF. BIA LTDA","MG","RESPLENDOR","TM","Pureza, Qualidade","Tradicional"
"TORREF. BIA LTDA","MG","VARIETAL","TM","Pureza, Qualidade","Gourmet"
"TORREF. DE CAFE BENEDETTI LTDA ME.","SP","BENEDETTI EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. DE CAFE BENEDETTI LTDA ME.","SP","BENEDETTI TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. CAFE FREI CANECA LTDA.","MG","FREI CANECA","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. CAFE FREI CANECA LTDA.","MG","FREI CANECA ESPECIAL","TM","Pureza, Qualidade","Gourmet"
"TORREF. E MOAG. CAFE FREI CANECA LTDA.","MG","FREI CANECA EXPRESSO","GR","Pureza, Qualidade","Gourmet"
"TORREF. E MOAG. CAFE FREI CANECA LTDA.","MG","FREI CANECA PARA MOINHO","GR","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. CAFE FREI CANECA LTDA.","MG","FREI CANECA PREMIUM","TM","Pureza, Qualidade","Gourmet"
"TORREF. E MOAG. CAFE FREI CANECA LTDA.","MG","GRAO MESTRE","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. CAFE FREI CANECA LTDA.","MG","GRAO MESTRE MOINHO","GR","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. CAFE FREI CANECA LTDA.","MG","TREM BOM","TM","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. CAFE FREI CANECA LTDA.","MG","TREM BOM","GR","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. CAFE FREI CANECA LTDA.","MG","TREM BOM MOINHO","GR","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. DE CAFE APORE LTDA.","SP","APORE","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE APORE LTDA.","SP","APORE","GR","Pureza, Qualidade","Gourmet"
"TORREF. E MOAG. DE CAFE APORE LTDA.","SP","APORE ARABICA","TM","Pureza, Qualidade","Superior"
"TORREF. E MOAG. DE CAFE APORE LTDA.","SP","APORE REGIAO AMAZONICA","TM","Pureza, Qualidade","Superior"
"TORREF. E MOAG. DE CAFE APORE LTDA.","SP","LAVOURA","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","DELIM","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","FLUMINENSE EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","FLUMINENSE TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","GIRO","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","GIRO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","GIRO SUPERIOR","TM","Pureza",""
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","KE-SAI EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","MIL TRADICIONAL ALMOFADA","TM","Pureza",""
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","MONTE AZUL EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","MONTE AZUL TRADICIONAL","TM","Pureza",""
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","PATUSCO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","PATUSCO PREMIUM","TM","Pureza, Qualidade","Superior"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","PATUSCO SUPERIOR CLASSICO","TM","Pureza",""
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","PATUSCO SUPERIOR INTENSO","TM","Pureza",""
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","PATUSCO SUPERIOR SUAVE","TM","Pureza",""
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","PATUSCO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","PATUSCO TRADICIONAL MOIDO NA HORA","TM","Pureza",""
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","PORTO NOVO TRADICIONAL","TM","Pureza",""
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","SAVANA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE CARVALHO LTDA.-ME","RJ","VARRE-SAI","TM","Pureza",""
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","LABOR EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","MACALI","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","MACALI EXPRESSO","GR","Pureza, Qualidade","Superior"
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","MACALI EXTRA FORTE","TM","Pureza",""
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","MACALI EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","MACALI SUPERIOR","TM","Pureza, Qualidade","Superior"
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","POLEMAR","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","PRUDENTE","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","PRUDENTE EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","PRUDENTE EXTRA FORTE","TM","Pureza",""
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","SANTO ANTONIO DE MIRANDOPOLIS","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","TRES LAGOAS","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE LOLI LTDA.","SP","VIGRAN","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE PALMEIRAS LTDA.","BA","PALMEIRAS","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE PALMEIRAS LTDA.","BA","PALMEIRAS EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. E MOAG. DE CAFE PALMEIRAS LTDA.","BA","PALMEIRAS SUPERIOR","TM","Pureza, Qualidade","Superior"
"TORREF. E MOAG. DE CAFE PALMEIRAS LTDA.","BA","RECONCAVO","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE RIBEIRAO BONITO LTDA.","SP","RIBEIRAO BONITO ESPRESSO","GR","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE RIBEIRAO BONITO LTDA.","SP","RIBEIRAO BONITO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREF. E MOAG. DE CAFE RIBEIRAO BONITO LTDA.","SP","RIBEIRAO DOURADO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. NISHIDA SAN LTDA","MG","BRASILICO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREF. NISHIDA SAN LTDA","MG","SUPREMO ARABICA BOURBON AMARELO","GR","Pureza",""
"TORREF. NISHIDA SAN LTDA","MG","SUPREMO ARABICA CLASSICO","TM","Pureza, Qualidade","Superior"
"TORREF. NISHIDA SAN LTDA","MG","SUPREMO ARABICA CLASSICO GRAO","GR","Pureza, Qualidade","Superior"
"TORREF. NISHIDA SAN LTDA","MG","SUPREMO ARABICA GOURMET","TM","Pureza, Qualidade","Gourmet"
"TORREF. NISHIDA SAN LTDA","MG","SUPREMO ARABICA GOURMET","GR","Pureza, Qualidade","Gourmet"
"TORREF. NISHIDA SAN LTDA","MG","SUPREMO ARABICA PREMIUM","TM","Pureza",""
"TORREF. NISHIDA SAN LTDA","MG","SUPREMO ARABICA TRADICIONAL","TM","Pureza",""
"TORREF. NOIVACOLINENSES LTDA.","SP","CASSIANO EXPRESSO EM GRAOS","GR","Pureza, Qualidade","Superior"
"TORREF. NOIVACOLINENSES LTDA.","SP","CASSIANO TORRADO EM GRAOS","GR","Pureza, Qualidade","Tradicional"
"TORREF. NOIVACOLINENSES LTDA.","SP","CASSIANO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREF. NOIVACOLINENSES LTDA.","SP","FAZENDA SALTO GRANDE","TM","Pureza, Qualidade","Tradicional"
"TORREF. NOIVACOLINENSES LTDA.","SP","MORRO GRANDE","GR","Pureza",""
"TORREF. NOIVACOLINENSES LTDA.","SP","MORRO GRANDE BLEND TRADICAO","TM","Pureza, Qualidade","Tradicional"
"TORREF. NOIVACOLINENSES LTDA.","SP","MORRO GRANDE EM GRAO","GR","Pureza, Qualidade","Tradicional"
"TORREF. NOIVACOLINENSES LTDA.","SP","MORRO GRANDE EXPRESSO","GR","Pureza, Qualidade","Gourmet"
"TORREF. NOIVACOLINENSES LTDA.","SP","MORRO GRANDE EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. NOIVACOLINENSES LTDA.","SP","MORRO GRANDE ORGANICO","TM","Pureza, Qualidade","Tradicional"
"TORREF. NOIVACOLINENSES LTDA.","SP","MORRO GRANDE TODO AROMA","TM","Pureza, Qualidade","Superior"
"TORREF. NOIVACOLINENSES LTDA.","SP","MORRO GRANDE VENDING","GR","Pureza, Qualidade","Superior"
"TORREF. NOIVACOLINENSES LTDA.","SP","MOTTA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREF. NOIVACOLINENSES LTDA.","SP","OURO DO BRASIL","TM","Pureza, Qualidade","Tradicional"
"TORREF. NOIVACOLINENSES LTDA.","SP","PIRACICABANO","TM","Pureza, Qualidade","Tradicional"
"TORREF. PAIVA E  DELION – LTDA","SP","DIFERENCIAL EXPRESS","TM","Pureza",""
"TORREF. PAIVA E  DELION – LTDA","SP","GOLD VALLE","TM","Pureza",""
"TORREF. PAIVA E  DELION – LTDA","SP","GOLD VALLE GOURMET CAFES ESPECIAIS","GR","Pureza, Qualidade","Gourmet"
"TORREF. PAIVA E  DELION – LTDA","SP","GOLD VALLE GOURMET CLASSICO","GR","Pureza, Qualidade","Gourmet"
"TORREF. PAIVA E  DELION – LTDA","SP","SIMBOLO","TM","Pureza",""
"TORREF. WINDSOR DE MINAS GERAIS LTDA.","MG","DAS GERAIS EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREF. WINDSOR DE MINAS GERAIS LTDA.","MG","DAS GERAIS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREF. WINDSOR DE MINAS GERAIS LTDA.","MG","WINDSOR","TM","Pureza, Qualidade","Tradicional"
"TORREFACAO 3 GRAOS LTDA","MG","CAPIXABA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREFACAO 3 GRAOS LTDA","MG","CRAVO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREFACAO 3 GRAOS LTDA","MG","MAMORE EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"TORREFACAO 3 GRAOS LTDA","MG","MAMORE TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREFACAO 3 GRAOS LTDA","MG","MOEDA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TORREFACAO 3 GRAOS LTDA","MG","MOEDA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"TORREFACAO TERRAS DE SANTANA LTDA","MG","PERFETTO GRANO","TM","Pureza, Qualidade","Superior"
"TORREFACAO TERRAS DE SANTANA LTDA","MG","PERFETTO GRANO GRAO","GR","Pureza, Qualidade","Superior"
"TORREFACAO TERRAS DE SANTANA LTDA","MG","PITANGUI CAFES ESPECIAIS","TM","Pureza, Qualidade","Gourmet"
"TORREFACAO TERRAS DE SANTANA LTDA","MG","TERRAS DE SANTANA","TM","Pureza",""
"TORREFADORA VILLA DA RAINHA LTDA EPP","SP","DONA MANUELA","TM","Pureza, Qualidade","Superior"
"TORREFADORA VILLA DA RAINHA LTDA EPP","SP","DONA MANUELA","CAP","Pureza",""
"TORREFADORA VILLA DA RAINHA LTDA EPP","SP","DONA MANUELA ESPRESSO","GR","Pureza",""
"TORREFADORA VILLA DA RAINHA LTDA EPP","SP","VILLA DA RAINHA","GR","Pureza",""
"TREVISANE & TREVISANE LTDA","RO","TREVIZANI EXPRESSO","GR","Pureza, Qualidade","Gourmet"
"TREVISANE & TREVISANE LTDA","RO","TREVIZANI EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"TREVISANE & TREVISANE LTDA","RO","TREVIZANI PREMIUM","TM","Pureza, Qualidade","Superior"
"TREVISANE & TREVISANE LTDA","RO","TREVIZANI ROBUSTAS ESPECIAIS DA AMAZONIA","TM","Pureza, Qualidade","Gourmet"
"TREVISANE & TREVISANE LTDA","RO","TREVIZANI TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"UNGI CAFE COM. E EXP. LTDA","MG","BENTO GRAO","TM","Pureza",""
"UNGI CAFE COM. E EXP. LTDA","MG","BENTO GRAO BEM FORTE","TM","Pureza",""
"UNGI CAFE COM. E EXP. LTDA","MG","BENTO GRAO ESPECIAL","TM","Pureza, Qualidade","Gourmet"
"UNGI CAFE COM. E EXP. LTDA","MG","BENTO GRAO ESPRESSO GOURMET","GR","Pureza, Qualidade","Gourmet"
"UNGI CAFE COM. E EXP. LTDA","MG","BENTO GRAO EXTRA FORTE","TM","Pureza, Qualidade","Tradicional"
"UNGI CAFE COM. E EXP. LTDA","MG","BENTO GRAO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"VASCAFE IND. E COM. DE CAFE LTDA.","GO","AGROVALE TRADICIONAL","TM","Pureza",""
"VASCAFE IND. E COM. DE CAFE LTDA.","GO","DONA FIA","TM","Pureza, Qualidade","Tradicional"
"VASCAFE IND. E COM. DE CAFE LTDA.","GO","VASCAFE","GR","Pureza",""
"VASCAFE IND. E COM. DE CAFE LTDA.","GO","VASCAFE","TM","Pureza, Qualidade","Tradicional"
"VASCAFE IND. E COM. DE CAFE LTDA.","GO","VASCAFE ALTO VACUO","TM","Pureza, Qualidade","Gourmet"
"VASCAFE IND. E COM. DE CAFE LTDA.","GO","VASCAFE EXPRESSO GRAO","GR","Pureza, Qualidade","Gourmet"
"VASCAFE IND. E COM. DE CAFE LTDA.","GO","VASCAFE EXTRA FORTE","TM","Pureza",""
"VISTA LINDA IND. E COM. DE CAFES ESPECIAIS LTDA","ES","GLORIA EXPORTACAO","TM","Pureza, Qualidade","Tradicional"
"VISTA LINDA IND. E COM. DE CAFES ESPECIAIS LTDA","ES","GLORIA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"VISTA LINDA IND. E COM. DE CAFES ESPECIAIS LTDA","ES","VISTA LINDA CLASSICO","TM","Pureza, Qualidade","Superior"
"VISTA LINDA IND. E COM. DE CAFES ESPECIAIS LTDA","ES","VISTA LINDA ESPECIAL","TM","Pureza, Qualidade","Superior"
"VISTA LINDA IND. E COM. DE CAFES ESPECIAIS LTDA","ES","VISTA LINDA EXPRESSO","GR","Pureza, Qualidade","Gourmet"
