"INDUSTRIALIZADOR","UF FÁBR","PRODUTO","TIPO PRODUTO","CERTIFICAÇÃO","CATEGORIA"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BEM MAIS","TM","Pureza, Qualidade","Extraforte"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL CLASSICO","CAP","Pureza, Qualidade","Intensidade 5"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL ESPRESSO","GR","Pureza, Qualidade","Superior"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL GRAOS ESPECIAIS AZUL PARANA","TM","Pureza, Qualidade","Gourmet"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL GRAOS ESPECIAIS AZUL PARANA GRAO","GR","Pureza, Qualidade","Gourmet"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL GRAOS ESPECIAIS OURO DE MINAS","TM","Pureza, Qualidade","Gourmet"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL GRAOS ESPECIAIS OURO DE MINAS GRAO","GR","Pureza, Qualidade","Gourmet"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL GRAOS ESPECIAIS SAFRA EXOTICA","TM","Pureza, Qualidade","Gourmet"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL GRAOS ESPECIAIS SAFRA EXOTICA GRAO","GR","Pureza, Qualidade","Gourmet"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL GRAOS ESPECIAIS VERDE MOGIANA","TM","Pureza, Qualidade","Gourmet"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL GRAOS ESPECIAIS VERDE MOGIANA GRAO","GR","Pureza, Qualidade","Gourmet"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL GRAOS ESPECIAIS VERMELHO BAHIA","TM","Pureza, Qualidade","Gourmet"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL GRAOS ESPECIAIS VERMELHO BAHIA GRAO","GR","Pureza, Qualidade","Gourmet"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL INTENSO","CAP","Pureza, Qualidade","Intensidade 7"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL LONG LIFE","TM","Pureza, Qualidade","Tradicional"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","BRASIL TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","CATUAY","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","COSTA","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","ELDORADO SUPERIOR","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","GRANDES LAGOS","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","GUARARAPES","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","LOPES TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","MORENAO","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","NHA BENTA TRADICIONAL","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","OLIANI TRADICIONAL","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","PACHA","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","PERY","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","REDEPAS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","RINCAO","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","ROCEIRO","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","SESCAMP","TM","Pureza, Qualidade","Tradicional"
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","SOLIMOES","TM","Pureza",""
"CATUAI DO BRASIL IND. E COM DE CAFE LTDA","SP","XINGU","TM","Pureza",""
"CEREALISTA CAFE OURO PRETO LTDA","RO","CHICK","TM","Pureza, Qualidade","Tradicional"
"CEREALISTA CAFE OURO PRETO LTDA","RO","OURO PRETO","TM","Pureza",""
"CEREALISTA PEREIRA IMP. E EXP. LTDA","MG","BIG GRAO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CEREALISTA PEREIRA IMP. E EXP. LTDA","MG","BIG GRAO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CEREALISTA PEREIRA IMP. E EXP. LTDA","MG","CELIO PEREIRA","TM","Pureza",""
"CEREALISTA PEREIRA IMP. E EXP. LTDA","MG","CELIO PEREIRA EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CEREALISTA PEREIRA IMP. E EXP. LTDA","MG","CELIO PEREIRA EXTRAFORTE SUPERIOR","TM","Pureza, Qualidade","Superior"
"CEREALISTA PEREIRA IMP. E EXP. LTDA","MG","CELIO PEREIRA GOURMET","TM","Pureza",""
"CEREALISTA PEREIRA IMP. E EXP. LTDA","MG","CELIO PEREIRA PREMIUM","TM","Pureza, Qualidade","Gourmet"
"CEREALISTA PEREIRA IMP. E EXP. LTDA","MG","CELIO PEREIRA TRADICIONAL","TM","Pureza, Qualidade","Superior"
"CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA","MG","CAMBRAIA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA","MG","ORUM","TM","Pureza, Qualidade","Gourmet"
"CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA","MG","ORUM CAPSULA","CAP","Pureza",""
"CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA","MG","ORUM GRAO","GR","Pureza, Qualidade","Gourmet"
"CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA","MG","RUBIO","TM","Pureza, Qualidade","Gourmet"
"CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA","MG","RUBIO CAPSULA","CAP","Pureza",""
"CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA","MG","RUBIO GRAO","GR","Pureza, Qualidade","Gourmet"
"CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA","MG","ZIMBRO CAPSULA","CAP","Pureza",""
"CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA","MG","ZIMBRO SUPERIOR","TM","Pureza, Qualidade","Superior"
"CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA","MG","ZIMBRO SUPERIOR EM GRAO","GR","Pureza, Qualidade","Superior"
"CIA. CAPITAL DE PRODS. ALIMENTICIOS","RJ","AMAZONAS ALMOFADA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CIA. CAPITAL DE PRODS. ALIMENTICIOS","RJ","CAMOES","TM","Pureza",""
"CIA. CAPITAL DE PRODS. ALIMENTICIOS","RJ","CAPITAL DESCAFEINADO GAVEA","CAP","Pureza",""
"CIA. CAPITAL DE PRODS. ALIMENTICIOS","RJ","CAPITAL EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CIA. CAPITAL DE PRODS. ALIMENTICIOS","RJ","CAPITAL GOURMET","GR","Pureza, Qualidade","Gourmet"
"CIA. CAPITAL DE PRODS. ALIMENTICIOS","RJ","CAPITAL GOURMET","TM","Pureza, Qualidade","Gourmet"
"CIA. CAPITAL DE PRODS. ALIMENTICIOS","RJ","CAPITAL HORTO","CAP","Pureza",""
"CIA. CAPITAL DE PRODS. ALIMENTICIOS","RJ","CAPITAL LAPA","CAP","Pureza",""
"CIA. CAPITAL DE PRODS. ALIMENTICIOS","RJ","CAPITAL SUPERIOR","TM","Pureza, Qualidade","Superior"
"CIA. CAPITAL DE PRODS. ALIMENTICIOS","RJ","CAPITAL TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CIA. CAPITAL DE PRODS. ALIMENTICIOS","RJ","CAPITAL URCA","CAP","Pureza",""
"CICAL IND. E COM. DE PRODS. ALIMS. LTDA – EPP","RO","PERENE FORTE","TM","Pureza, Qualidade","Extraforte"
"CICAL IND. E COM. DE PRODS. ALIMS. LTDA – EPP","RO","PERENE TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CICAL IND. E COM. DE PRODS. ALIMS. LTDA – EPP","RO","QUENTINHO","TM","Pureza, Qualidade","Tradicional"
"CICAL IND. E COM. DE PRODS. ALIMS. LTDA – EPP","RO","QUENTINHO – ROBUSTA AMAZONICO","TM","Pureza, Qualidade","Gourmet"
"CICAL IND. E COM. DE PRODS. ALIMS. LTDA – EPP","RO","QUENTINHO EXPRESSO","GR","Pureza",""
"CICAL IND. E COM. DE PRODS. ALIMS. LTDA – EPP","RO","QUENTINHO FORTE","TM","Pureza, Qualidade","Extraforte"
"CICAL IND. E COM. DE PRODS. ALIMS. LTDA – EPP","RO","QUENTINHO ROBUSTAS ESPECIAIS DA AMAZONIA","GR","Pureza, Qualidade","Gourmet"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","CIMO EXPRESSO","GR","Pureza, Qualidade","Superior"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","CIMO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","CIMO SUPERIOR","TM","Pureza, Qualidade","Superior"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","CIMO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","GOIANIA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","GOIANIA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","GUARANI","TM","Pureza, Qualidade","Tradicional"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","GURI TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","MINEIRAO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","MINEIRAO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","MINEIRAO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","SAFRA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CIMO ALIMS. COM.  EXP. LTDA.","SP","SAFRA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CIRLEI MAURICIO RAMALHO – ME","MG","TIA DETE","TM","Pureza, Qualidade","Tradicional"
"CIRLEI MAURICIO RAMALHO – ME","MG","TIA DETE EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"COAMO AGROINDL. COOPERATIVA","PR","COAMO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"COAMO AGROINDL. COOPERATIVA","PR","COAMO PREMIUM","TM","Pureza",""
"COAMO AGROINDL. COOPERATIVA","PR","COAMO PREMIUM","GR","Pureza, Qualidade","Superior"
"COAMO AGROINDL. COOPERATIVA","PR","COAMO PREMIUM","TM","Pureza, Qualidade","Superior"
"COAMO AGROINDL. COOPERATIVA","PR","COAMO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"COAMO AGROINDL. COOPERATIVA","PR","DUALIS EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"COAMO AGROINDL. COOPERATIVA","PR","SOLLUS EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"COCAMAR – COOPERATIVA AGROINDL.","PR","COCAMAR","TM","Pureza, Qualidade","Tradicional"
"COCAMAR – COOPERATIVA AGROINDL.","PR","COCAMAR","GR","Pureza, Qualidade","Superior"
"COCAMAR – COOPERATIVA AGROINDL.","PR","COCAMAR EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"COCAMAR – COOPERATIVA AGROINDL.","PR","COCAMAR GOURMET","TM","Pureza, Qualidade","Gourmet"
"COCAMAR – COOPERATIVA AGROINDL.","PR","MARINGA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"COFFEE E SERVICE LTDA","MG","BUENISSIMO CAFE GOURMET","TM","Pureza, Qualidade","Gourmet"
"COFFEE E SERVICE LTDA","MG","BUENISSIMO CAFE GOURMET GRAO","GR","Pureza, Qualidade","Gourmet"
"COFFEE E SERVICE LTDA","MG","BUENISSIMO CAFE TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET","TM","Pureza, Qualidade","Gourmet"
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET GRAO","GR","Pureza, Qualidade","Gourmet"
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET ORGANICO","CAP","Pureza, Qualidade","Intensidade 6"
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET ORGANICO GRAO","GR","Pureza, Qualidade","Gourmet"
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET PREMIUM – 16 EDICAO DO MELHORES CAFES DE SP","TM","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET PREMIUM – 16 EDICAO DO MELHORES CAFES DE SP","GR","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET PREMIUM – 17 EDICAO DO MELHORES CAFES DE SP","TM","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET PREMIUM – 17 EDICAO DO MELHORES CAFES DE SP","GR","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET REGIOES – CERRADO","TM","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET REGIOES – CERRADO","GR","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET REGIOES – MOGIANA","GR","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET REGIOES – MOGIANA","TM","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET REGIOES – SUL DE MINAS","TM","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GOURMET REGIOES – SUL DE MINAS","GR","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GRAN RESERVA DA FAMILIA","TM","Pureza, Qualidade","Gourmet"
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GRAN RESERVA DA FAMILIA","CAP","Pureza, Qualidade","Intensidade 6"
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","BARONESA GRAN RESERVA DA FAMILIA GRAO","GR","Pureza, Qualidade","Gourmet"
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","MAZZI CAFFE","TM","Pureza, Qualidade","Gourmet"
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","MAZZI CAFFE – 15 EDICAO DOS MELHORES CAFES DO BRASIL","GR","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","MAZZI CAFFE – 15 EDICAO DOS MELHORES CAFES DO BRASIL","TM","Pureza",""
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","MAZZI CAFFE GOURMET","CAP","Pureza, Qualidade","Intensidade 5"
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","MAZZI CAFFE GRAO","GR","Pureza, Qualidade","Gourmet"
"COM. E DIST. DE CAFE MAZZI SANTOMAURO – ME","SP","MAZZI CAFFE SUPERIOR GRAO","GR","Pureza, Qualidade","Superior"
"COM. E IND. DE CAFE PALMARES LTDA.","MG","SCARANO","TM","Pureza, Qualidade","Tradicional"
"COM. E IND. NOSSA SENHORA DA POMPEIA LTDA","SP","DA MONTANHA EXPRESSO EM GRAOS","GR","Pureza, Qualidade","Gourmet"
"COM. E IND. NOSSA SENHORA DA POMPEIA LTDA","SP","DA MONTANHA PREMIUM","TM","Pureza, Qualidade","Superior"
"COM. E IND. NOSSA SENHORA DA POMPEIA LTDA","SP","DA MONTANHA PREMIUM EM GRAOS","GR","Pureza, Qualidade","Superior"
"COM. E IND. NOSSA SENHORA DA POMPEIA LTDA","SP","DA MONTANHA RAIZES – BOURBON AMARELO","TM","Pureza, Qualidade","Gourmet"
"COM. E IND. NOSSA SENHORA DA POMPEIA LTDA","SP","DA MONTANHA RAIZES – CATUAI VERMELHO","TM","Pureza, Qualidade","Superior"
"COM. E IND. NOSSA SENHORA DA POMPEIA LTDA","SP","DA MONTANHA RAIZES – MUNDO NOVO","TM","Pureza, Qualidade","Superior"
"COM. E IND. NOSSA SENHORA DA POMPEIA LTDA","SP","DA MONTANHA SELECOES","TM","Pureza, Qualidade","Tradicional"
"COM. E IND. PRINCESA DO NORTE LTDA.","SP","PINDENSE","TM","Pureza, Qualidade","Tradicional"
"COM. E IND. PRINCESA DO NORTE LTDA.","SP","PINDENSE EXPRESS OURO","GR","Pureza",""
"COM. E IND. PRINCESA DO NORTE LTDA.","SP","PINDENSE EXPRESS PRATA","GR","Pureza",""
"COM. E IND. PRINCESA DO NORTE LTDA.","SP","PINDENSE EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"COM. E IND. PRINCESA DO NORTE LTDA.","SP","PINDENSE GOURMET","TM","Pureza",""
"COM. E IND. PRINCESA DO NORTE LTDA.","SP","PINDENSE GOURMET","GR","Pureza, Qualidade","Gourmet"
"COM. E IND. PRINCESA DO NORTE LTDA.","SP","PINDENSE PREMIUM","TM","Pureza, Qualidade","Superior"
"COM. E IND. PRINCESA DO NORTE LTDA.","SP","VICTORIA","TM","Pureza, Qualidade","Tradicional"
"COM. E IND. PRINCESA DO NORTE LTDA.","SP","VICTORIA ESPRESSO","GR","Pureza, Qualidade","Superior"
"COM. IND. E MOAG. DE CAFE 3 COLHERES LTDA","GO","TRES COLHERES","TM","Pureza, Qualidade","Tradicional"
"COMERCIAL MAURISTELA LTDA","MG","RAMOS","TM","Pureza",""
"COMERCIAL SANTA ELIZABETH LTDA","MG","SUPERMERCADO GUARIM","TM","Pureza",""
"COMERCIAL VICUNHA INDUSTRIA E COMERCIO LTDA","RN","OURO BRANCO","TM","Pureza, Qualidade","Tradicional"
"COMERCIAL VICUNHA INDUSTRIA E COMERCIO LTDA","RN","POTY – TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"COMIL COM. E IND. DE ALIMENTOS LTDA.","BA","IBICOARA","TM","Pureza, Qualidade","Tradicional"
"COOP. AGRARIA DE CAFEIC DE SAO GABRIEL","ES","GUARDIAO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"COOP. AGRARIA DE CAFEIC DE SAO GABRIEL","ES","GUARDIAO TRADICAO","TM","Pureza, Qualidade","Superior"
"COOP. AGRARIA DE CAFEIC DE SAO GABRIEL","ES","GUARDIAO TRADICAO","GR","Pureza, Qualidade","Superior"
"COOP. AGRARIA DE CAFEIC DE SAO GABRIEL","ES","GUARDIAO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"COOP. AGROP. CENTRO SERRANA COOPEAVI","ES","LIVA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"COOP. AGROP. CENTRO SERRANA COOPEAVI","ES","LIVA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"COOP. CAFEICULTORES DA REGIAO PINHAL","SP","COOPINHAL ESTATE COFFEE","TM","Pureza",""
"COOP. CAFEICULTORES DA REGIAO PINHAL","SP","GRAN RESERVA","CAP","Pureza",""
"COOP. CAFEICULTORES DA REGIAO PINHAL","SP","GRAN RESERVA GOURMET","GR","Pureza, Qualidade","Gourmet"
"COOP. CAFEICULTORES DA REGIAO PINHAL","SP","GRAN RESERVA GOURMET","TM","Pureza, Qualidade","Gourmet"
"COOP. CAFEICULTORES DA REGIAO PINHAL","SP","GRAN RESERVA SUPERIOR","TM","Pureza, Qualidade","Superior"
"COOP. CAFEICULTORES DA REGIAO PINHAL","SP","GRAN RESERVA SUPERIOR","GR","Pureza, Qualidade","Superior"
"COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC","SP","COCAPEC","TM","Pureza, Qualidade","Superior"
"COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC","SP","SENHOR CAFE GOURMET","TM","Pureza, Qualidade","Gourmet"
"COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC","SP","SENHOR CAFE GOURMET","CAP","Pureza",""
"COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC","SP","SENHOR CAFE GOURMET GRAO","GR","Pureza, Qualidade","Gourmet"
"COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC","SP","SENHOR CAFE MACHINE","GR","Pureza",""
"COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC","SP","SENHOR CAFE SUPERIOR","CAP","Pureza",""
"COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC","SP","SENHOR CAFE SUPERIOR","TM","Pureza, Qualidade","Superior"
"COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC","SP","SENHOR CAFE SUPERIOR GRAO","GR","Pureza, Qualidade","Superior"
"COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC","SP","TULHA VELHA","TM","Pureza, Qualidade","Tradicional"
"COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. – COCATREL","MG","COCATREL GOURMET SUAVE","TM","Pureza",""
"COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. – COCATREL","MG","COCATREL GOURMET SUAVE","GR","Pureza",""
"COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. – COCATREL","MG","COCATREL MOKINHA INTENSO","TM","Pureza, Qualidade","Tradicional"
"COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. – COCATREL","MG","COCATREL RESERVA","GR","Pureza, Qualidade","Gourmet"
"COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. – COCATREL","MG","COCATREL RESERVA","TM","Pureza, Qualidade","Gourmet"
"COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. – COCATREL","MG","COCATREL SUPERIOR","GR","Pureza",""
"COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. – COCATREL","MG","COCATREL SUPERIOR","TM","Pureza, Qualidade","Superior"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","BOM DIA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","CLASSIC EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","CLASSIC TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","CODIL","TM","Pureza, Qualidade","Tradicional"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","CONFIARE TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","COOP EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","COOP TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","DIA EXTRA FORTE","TM","Pureza",""
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","DIA TRADICIONAL","TM","Pureza",""
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","DIPLOMATA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","DIPLOMATA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","DO CONDE","TM","Pureza",""
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","DOM INACIO","TM","Pureza, Qualidade, Sustentabilidade","Tradicional"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","EVOLUTTO","TM","Pureza, Qualidade, Sustentabilidade","Superior"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","EVOLUTTO DESCAFEINADO","TM","Pureza, Qualidade, Sustentabilidade","Superior"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","EVOLUTTO ESPRESSO EM GRAO","GR","Pureza, Qualidade, Sustentabilidade","Superior"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","EVOLUTTO EXTRA FORTE","TM","Pureza, Qualidade, Sustentabilidade","Extraforte"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","EVOLUTTO EXTRAFORTE","TM","Pureza, Qualidade, Sustentabilidade","Extraforte"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","EVOLUTTO TRADICIONAL","TM","Pureza, Qualidade, Sustentabilidade","Tradicional"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","ILUSTRE EXTRAFORTE","TM","Pureza",""
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","PRA VALER","TM","Pureza",""
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","PREZUNIC","TM","Pureza, Qualidade","Tradicional"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","DRIP COFFEE PRIMA QUALITA","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","PRIMA QUALITA","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","PRIMA QUALITA","TM","Pureza, Qualidade, Sustentabilidade","Gourmet"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","PRIMA QUALITA EM GRAO","GR","Pureza, Qualidade, Sustentabilidade","Gourmet"
"COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. – COOXUPE","MG","PRIMA QUALITA GOURMET","TM","Pureza",""
